Compound	H	C	N	O	P	S	Cl	Co	Se
"5,6,7,8-Tetrahydro-2-naphthoic+acid_C11H12O2_176.083801"	12	66	0	16	0	0	0	0	0
cis-2-Carboxycyclohexyl-acetic+acid_C9H14O4_186.089203	14	54	0	32	0	0	0	0	0
Decahydro-2-naphthoic+acid_C11H18O2_182.130707	18	66	0	16	0	0	0	0	0
Tetralin_C10H12_132.093903	12	60	0	0	0	0	0	0	0
Naphthyl-2-methyl-succinic+acid_C15H14O4_258.089203	14	90	0	32	0	0	0	0	0
Naphthyl-2-methyl-succinyl-CoA_C36H48N7O19P3S_1007.193787	48	216	49	152	45	16	0	0	0
Naphthyl-2-methylene-succinyl-CoA_C36H46N7O19P3S_1005.178223	46	216	49	152	45	16	0	0	0
Naphthyl-2-hydroxymethyl-succinyl+CoA_C36H48N7O20P3S_1023.188782	48	216	49	160	45	16	0	0	0
Naphthyl-2-oxomethyl-succinyl-CoA_C36H46N7O20P3S_1021.173218	46	216	49	160	45	16	0	0	0
2-Naphthoyl-CoA_C32H42N7O17P3S_921.157104	42	192	49	136	45	16	0	0	0
Adipyl-CoA_C27H44N7O19P3S_895.162476	44	162	49	152	45	16	0	0	0
5-Carboxy-2-pentenoyl-CoA_C27H42N7O19P3S_893.146912	42	162	49	152	45	16	0	0	0
(3S)-3-Hydroxyadipyl-CoA_C27H44N7O20P3S_911.157410	44	162	49	160	45	16	0	0	0
Cyromazine_C6H10N6_166.096695	10	36	42	0	0	0	0	0	0
N-Cyclopropylammeline_C6H9N5O_167.080704	9	36	35	8	0	0	0	0	0
N-Cyclopropylammelide_C6H8N4O2_168.064804	8	36	28	16	0	0	0	0	0
Sulfoacetate_C2H4O5S_139.977997	4	12	0	40	0	16	0	0	0
S-(Hydroxymethyl)glutathione_C11H19N3O7S_337.094391	19	66	21	56	0	16	0	0	0
4-Bromophenol_C6H5BrO_171.952393	5	36	0	8	0	0	0	0	0
9-Hydroxybenzo[a]pyrene_C20H12O_268.088806	12	120	0	8	0	0	0	0	0
"(S)-5-Oxo-2,5-dihydrofuran-2-acetate_C6H6O4_142.026596"	6	36	0	32	0	0	0	0	0
"15-Deoxy-delta-12,14-PGJ2_C20H28O3_316.203888"	28	120	0	24	0	0	0	0	0
5-OxoETE_C20H30O3_318.219513	30	120	0	24	0	0	0	0	0
20-HETE_C20H32O3_320.235199	32	120	0	24	0	0	0	0	0
19(S)-HETE_C20H32O3_320.235199	32	120	0	24	0	0	0	0	0
13(S)-HODE_C18H32O3_296.235199	32	108	0	24	0	0	0	0	0
13-OxoODE_C18H30O3_294.219513	30	108	0	24	0	0	0	0	0
9-OxoODE_C18H30O3_294.219513	30	108	0	24	0	0	0	0	0
9(S)-HODE_C18H32O3_296.235199	32	108	0	24	0	0	0	0	0
"5,6-EET_C20H32O3_320.235199"	32	120	0	24	0	0	0	0	0
"8,9-EET_C20H32O3_320.235199"	32	120	0	24	0	0	0	0	0
"11,12-EET_C20H32O3_320.235199"	32	120	0	24	0	0	0	0	0
"14,15-EET_C20H32O3_320.235199"	32	120	0	24	0	0	0	0	0
"5,6-DHET_C20H34O4_338.245697"	34	120	0	32	0	0	0	0	0
"8,9-DHET_C20H34O4_338.245697"	34	120	0	32	0	0	0	0	0
"11,12-DHET_C20H34O4_338.245697"	34	120	0	32	0	0	0	0	0
"14,15-DHET_C20H34O4_338.245697"	34	120	0	32	0	0	0	0	0
8(S)-HETE_C20H32O3_320.235107	32	120	0	24	0	0	0	0	0
12(S)-HETE_C20H32O3_320.235107	32	120	0	24	0	0	0	0	0
16(R)-HETE_C20H32O3_320.235199	32	120	0	24	0	0	0	0	0
9(S)-HETE_C20H32O3_320.235199	32	120	0	24	0	0	0	0	0
11(R)-HETE_C20H32O3_320.235199	32	120	0	24	0	0	0	0	0
"15H-11,12-EETA_C20H32O4_336.230103"	32	120	0	32	0	0	0	0	0
"11,12,15-THETA_C20H34O5_354.240601"	34	120	0	40	0	0	0	0	0
"1,2-Naphthoquinone_C10H6O2_158.036804"	6	60	0	16	0	0	0	0	0
"1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene_C10H10O3_178.063004"	10	60	0	24	0	0	0	0	0
"1,4-Dihydroxynaphthalene_C10H8O2_160.052399"	8	60	0	16	0	0	0	0	0
"(1R,2S)-Naphthalene+1,2-oxide_C10H8O_144.057495"	8	60	0	8	0	0	0	0	0
"(1S,2R)-Naphthalene+1,2-oxide_C10H8O_144.057495"	8	60	0	8	0	0	0	0	0
1-Nitrosonaphthalene_C10H7NO_157.052795	7	60	7	8	0	0	0	0	0
N-Hydroxy-1-aminonaphthalene_C10H9NO_159.068405	9	60	7	8	0	0	0	0	0
1-Naphthylamine_C10H9N_143.073502	9	60	7	0	0	0	0	0	0
"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene_C20H25N3O7S_451.141205"	25	120	21	56	0	16	0	0	0
"(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene_C20H25N3O7S_451.141205"	25	120	21	56	0	16	0	0	0
"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene_C20H25N3O7S_451.141296"	25	120	21	56	0	16	0	0	0
"2,3-Dinor-8-iso+prostaglandin+F2alpha_C18H30O5_326.209290"	30	108	0	40	0	0	0	0	0
"2,3-Dinor-8-iso+prostaglandin+F1alpha_C18H32O5_328.224915"	32	108	0	40	0	0	0	0	0
"(1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene_C15H17NO4S_307.087799"	17	90	7	32	0	16	0	0	0
"(1R)-N-Acetyl-L-cysteinyl-(2R)-hydroxy-1,2-dihydronaphthalene_C15H17NO4S_307.087799"	17	90	7	32	0	16	0	0	0
"(1S)-Hydroxy-(2S)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene_C15H17NO4S_307.087799"	17	90	7	32	0	16	0	0	0
"(1R,2R)-3-[(1,2-Dihydro-2-hydroxy-1-naphthalenyl)thio]-2-_C13H12O4S_264.045685"	12	78	0	32	0	16	0	0	0
"1-Nitronaphthalene-5,6-oxide_C10H7NO3_189.042603"	7	60	7	24	0	0	0	0	0
"1-Nitro-5,6-dihydroxy-dihydronaphthalene_C10H9NO4_207.053207"	9	60	7	32	0	0	0	0	0
"1-Nitronaphthalene-7,8-oxide_C10H7NO3_189.042603"	7	60	7	24	0	0	0	0	0
"1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene_C20H24N4O9S_496.126312"	24	120	28	72	0	16	0	0	0
"1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene_C20H24N4O9S_496.126312"	24	120	28	72	0	16	0	0	0
"1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene_C20H24N4O9S_496.126312"	24	120	28	72	0	16	0	0	0
"1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene_C20H24N4O9S_496.126312"	24	120	28	72	0	16	0	0	0
12-OxoETE_C20H30O3_318.219513	30	120	0	24	0	0	0	0	0
Hepoxilin+A3_C20H32O4_336.230103	32	120	0	32	0	0	0	0	0
Trioxilin+A3_C20H34O5_354.240601	34	120	0	40	0	0	0	0	0
Hepoxilin+B3_C20H32O4_336.230011	32	120	0	32	0	0	0	0	0
Trioxilin+B3_C20H34O5_354.240601	34	120	0	40	0	0	0	0	0
12(R)-HPETE_C20H32O4_336.230011	32	120	0	32	0	0	0	0	0
"11H-14,15-EETA_C20H32O4_336.230011"	32	120	0	32	0	0	0	0	0
"11,14,15-THETA_C20H34O5_354.240601"	34	120	0	40	0	0	0	0	0
"5,6-Epoxytetraene_C20H30O4_334.214386"	30	120	0	32	0	0	0	0	0
Fe2+_Fe_55.934898	0	0	0	0	0	0	0	0	0
Fe3+_Fe_55.934898	0	0	0	0	0	0	0	0	0
11(R)-HPETE_C20H32O4_336.230103	32	120	0	32	0	0	0	0	0
9(S)-HPETE_C20H32O4_336.230103	32	120	0	32	0	0	0	0	0
12(R)-HETE_C20H32O3_320.235107	32	120	0	24	0	0	0	0	0
8(S)-HPETE_C20H32O4_336.230011	32	120	0	32	0	0	0	0	0
8(R)-HETE_C20H32O3_320.235199	32	120	0	24	0	0	0	0	0
9(10)-EpOME_C18H32O3_296.235199	32	108	0	24	0	0	0	0	0
12(13)-EpOME_C18H32O3_296.235199	32	108	0	24	0	0	0	0	0
9(S)-HPODE_C18H32O4_312.230103	32	108	0	32	0	0	0	0	0
"9,10-DHOME_C18H34O4_314.245697"	34	108	0	32	0	0	0	0	0
"12,13-DHOME_C18H34O4_314.245697"	34	108	0	32	0	0	0	0	0
8(R)-HPODE_C18H32O4_312.230103	32	108	0	32	0	0	0	0	0
"12,13-Epoxy-9-hydroxy-10-octadecenoate_C18H32O4_312.230011"	32	108	0	32	0	0	0	0	0
"9,12,13-TriHOME_C18H34O5_330.240601"	34	108	0	40	0	0	0	0	0
"9,10-Epoxy-13-hydroxy-11-octadecenoate_C18H32O4_312.230011"	32	108	0	32	0	0	0	0	0
"9,10,13-TriHOME_C18H34O5_330.240601"	34	108	0	40	0	0	0	0	0
"9,10-12,13-Diepoxyoctadecanoate_C18H32O4_312.230103"	32	108	0	32	0	0	0	0	0
"9,10-Dihydroxy-12,13-epoxyoctadecanoate_C18H34O5_330.240601"	34	108	0	40	0	0	0	0	0
"Bromobenzene-3,4-oxide_C6H5BrO_171.952393"	5	36	0	8	0	0	0	0	0
"Bromobenzene-2,3-oxide_C6H5BrO_171.952393"	5	36	0	8	0	0	0	0	0
2-Bromophenol_C6H5BrO_171.952393	5	36	0	8	0	0	0	0	0
"Bromobenzene-2,3-dihydrodiol_C6H7BrO2_189.962997"	7	36	0	16	0	0	0	0	0
4-Bromocatechol_C6H5BrO2_187.947296	5	36	0	16	0	0	0	0	0
"Bromobenzene-3,4-dihydrodiol_C6H7BrO2_189.962997"	7	36	0	16	0	0	0	0	0
"4-Bromophenol-2,3-epoxide_C6H5BrO2_187.947296"	5	36	0	16	0	0	0	0	0
"4-Bromo-3,5-cyclohexadiene-1,2-dione_C6H3BrO2_185.931595"	3	36	0	16	0	0	0	0	0
"3,4-Dihydro-3-hydroxy-4-S-glutathionyl+bromobenzene_C16H22BrN3O7S_479.036102"	22	96	21	56	0	16	0	0	0
"2,3-Dihydro-2-S-glutathionyl-3-hydroxy+bromobenzene_C16H22BrN3O7S_479.036102"	22	96	21	56	0	16	0	0	0
"Benzo[a]pyrene-9,10-oxide_C20H12O_268.088806"	12	120	0	8	0	0	0	0	0
"Benzo[a]pyrene-7,8-oxide_C20H12O_268.088806"	12	120	0	8	0	0	0	0	0
"Benzo[a]pyrene-4,5-oxide_C20H12O_268.088806"	12	120	0	8	0	0	0	0	0
"Benzo[a]pyrene-7,8-diol_C20H14O2_286.099396"	14	120	0	16	0	0	0	0	0
"Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide_C20H14O3_302.094299"	14	120	0	24	0	0	0	0	0
"9-Hydroxybenzo[a]pyrene-4,5-oxide_C20H12O2_284.083710"	12	120	0	16	0	0	0	0	0
"4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene_C30H29N3O7S_575.172485"	29	180	21	56	0	16	0	0	0
"7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene_C30H29N3O7S_575.172485"	29	180	21	56	0	16	0	0	0
"1,1-Dichloroethylene+epoxide_C2H2Cl2O_111.948303"	2	12	0	8	0	0	34	0	0
"2,2-Dichloroacetaldehyde_C2H2Cl2O_111.948303"	2	12	0	8	0	0	34	0	0
Chloroacetyl+chloride_C2H2Cl2O_111.948303	2	12	0	8	0	0	34	0	0
"2,2-Dichloro-1,1-ethanediol_C2H4Cl2O2_129.958801"	4	12	0	16	0	0	34	0	0
"S-(2,2-Dichloro-1-hydroxy)ethyl+glutathione_C12H19Cl2N3O7S_419.032013"	19	72	21	56	0	16	34	0	0
2-S-Glutathionyl+acetate_C12H19N3O8S_365.089294	19	72	21	64	0	16	0	0	0
2-(S-Glutathionyl)acetyl+glutathione_C22H34N6O13S2_654.162415	34	132	42	104	0	32	0	0	0
S-(2-Chloroacetyl)glutathione_C12H18ClN3O7S_383.055389	18	72	21	56	0	16	17	0	0
2-(S-Glutathionyl)acetyl+chloride_C12H18ClN3O7S_383.055389	18	72	21	56	0	16	17	0	0
Chloral_C2HCl3O_145.909302	1	12	0	8	0	0	51	0	0
Dichloroacetyl+chloride_C2HCl3O_145.909302	1	12	0	8	0	0	51	0	0
"S-(1,2-Dichlorovinyl)glutathione_C12H17Cl2N3O6S_401.021515"	17	72	21	48	0	16	34	0	0
Trichloroethanol+glucuronide_C8H11Cl3O7_323.957001	11	48	0	56	0	0	51	0	0
2-Bromoacetaldehyde_C2H3BrO_121.936699	3	12	0	8	0	0	0	0	0
S-(Formylmethyl)glutathione_C12H19N3O7S_349.094391	19	72	21	56	0	16	0	0	0
Thiodiacetic+acid_C4H6O4S_149.998703	6	24	0	32	0	16	0	0	0
Thiodiacetic+acid+sulfoxide_C4H6O5S_165.993607	6	24	0	40	0	16	0	0	0
Glutathione+episulfonium+ion_C12H20N3O6S_334.107300	20	72	21	48	0	16	0	0	0
S-(2-Hydroxyethyl)glutathione_C12H21N3O7S_351.109985	21	72	21	56	0	16	0	0	0
S-(2-Hydroxyethyl)-N-acetyl-L-cysteine_C7H13NO4S_207.056503	13	42	7	32	0	16	0	0	0
S-[2-(N7-Guanyl)ethyl]-N-acetyl-L-cysteine_C12H16N6O4S_340.095398	16	72	42	32	0	16	0	0	0
3-Dehydro-L-gulonate+6-phosphate_C6H10O10P_273.001190	10	36	0	80	15	0	0	0	0
Streptomycin_C21H39N7O12_581.265503	39	126	49	96	0	0	0	0	0
Dihydrofolate_C19H21N7O6_443.155304	21	114	49	48	0	0	0	0	0
(R)-Mevalonate_C6H12O4_148.073593	12	36	0	32	0	0	0	0	0
"trans,trans-Farnesyl+diphosphate_C15H28O7P2_382.131012"	28	90	0	56	30	0	0	0	0
Sinapate_C11H12O5_224.068497	12	66	0	40	0	0	0	0	0
Shikimate_C7H10O5_174.052902	10	42	0	40	0	0	0	0	0
Folate_C19H19N7O6_441.139587	19	114	49	48	0	0	0	0	0
Naringenin_C15H12O5_272.068512	12	90	0	40	0	0	0	0	0
(R)-Pantoate_C6H12O4_148.073502	12	36	0	32	0	0	0	0	0
Cinnamoyl-CoA_C30H42N7O17P3S_897.156982	42	180	49	136	45	16	0	0	0
(+)-Neomenthol_C10H20O_156.151398	20	60	0	8	0	0	0	0	0
Coniferyl+alcohol_C10H12O3_180.078705	12	60	0	24	0	0	0	0	0
Cholest-4-en-3-one_C27H44O_384.339203	44	162	0	8	0	0	0	0	0
"LL-2,6-Diaminoheptanedioate_C7H14N2O4_190.095398"	14	42	14	32	0	0	0	0	0
(S)-3-Methyl-2-oxopentanoic+acid_C6H10O3_130.063004	10	36	0	24	0	0	0	0	0
"meso-2,6-Diaminoheptanedioate_C7H14N2O4_190.095398"	14	42	14	32	0	0	0	0	0
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate_C24H40O5_408.287506"	40	144	0	40	0	0	0	0	0
Tropine_C8H15NO_141.115402	15	48	7	8	0	0	0	0	0
Macrocin_C45H75NO17_901.503479	75	270	7	136	0	0	0	0	0
Nicotine_C10H14N2_162.115707	14	60	14	0	0	0	0	0	0
Squalene_C30H50_410.391205	50	180	0	0	0	0	0	0	0
Berberine_C20H18NO4_336.123505	18	120	7	32	0	0	0	0	0
Coniferin_C16H22O8_342.131500	22	96	0	64	0	0	0	0	0
Tropinone_C8H13NO_139.099701	13	48	7	8	0	0	0	0	0
Vestitone_C16H14O5_286.084106	14	96	0	40	0	0	0	0	0
Tryptophan_C11H12N2O2_204.089905	12	66	14	16	0	0	0	0	0
Biochanin+A_C16H12O5_284.068512	12	96	0	40	0	0	0	0	0
L-Arogenate_C10H13NO5_227.079407	13	60	7	40	0	0	0	0	0
Pantetheine_C11H22N2O4S_278.130005	22	66	14	32	0	16	0	0	0
(-)-Menthone_C10H18O_154.135803	18	60	0	8	0	0	0	0	0
6-Oxocineole_C10H16O2_168.115005	16	60	0	16	0	0	0	0	0
Chlorogenate_C16H18O9_354.095001	18	96	0	72	0	0	0	0	0
Formononetin_C16H12O4_268.073608	12	96	0	32	0	0	0	0	0
Gibberellin+A1_C19H24O6_348.157196	24	114	0	48	0	0	0	0	0
Methanofuran_C34H44N4O15_748.280396	44	204	28	120	0	0	0	0	0
Coenzyme+F420_C29H36N5O18P_773.179382	36	174	35	144	15	0	0	0	0
Dephospho-CoA_C21H35N7O13P2S_687.148987	35	126	49	104	30	16	0	0	0
Isochorismate_C10H10O6_226.047806	10	60	0	48	0	0	0	0	0
Cinnamaldehyde_C9H8O_132.057495	8	54	0	8	0	0	0	0	0
Cephalosporin+C_C16H21N3O8S_415.104889	21	96	21	64	0	16	0	0	0
Dihydropteroate_C14H14N6O3_314.112793	14	84	42	24	0	0	0	0	0
Sinapoylcholine_C16H24NO5_310.165405	24	96	7	40	0	0	0	0	0
3-Dehydroquinate_C7H10O6_190.047806	10	42	0	48	0	0	0	0	0
2-Dehydropantoate_C6H10O4_146.057907	10	36	0	32	0	0	0	0	0
Dihydrokaempferol_C15H12O6_288.063385	12	90	0	48	0	0	0	0	0
Formylmethanofuran_C35H44N4O16_776.275391	44	210	28	128	0	0	0	0	0
(R)-4-Dehydropantoate_C6H10O4_146.057907	10	36	0	32	0	0	0	0	0
"(S)-2,3-Epoxysqualene_C30H50O_426.386108"	50	180	0	8	0	0	0	0	0
Reduced+coenzyme+F420_C29H38N5O18P_775.195129	38	174	35	144	15	0	0	0	0
"(R)-3,3-Dimethylmalate_C6H10O5_162.052795"	10	36	0	40	0	0	0	0	0
Deacetylvindoline_C23H30N2O5_414.215393	30	138	14	40	0	0	0	0	0
(R)-5-Phosphomevalonate_C6H13O7P_228.039902	13	36	0	56	15	0	0	0	0
D-Arabinose+5-phosphate_C5H11O8P_230.019196	11	30	0	64	15	0	0	0	0
Streptidine+6-phosphate_C8H21N6O7P_344.120911	21	48	42	56	15	0	0	0	0
(-)-trans-Isopiperitenol_C10H16O_152.120102	16	60	0	8	0	0	0	0	0
Pantetheine+4'-phosphate_C11H23N2O7PS_358.096313	23	66	14	56	15	16	0	0	0
Streptomycin+6-phosphate_C21H40N7O15P_661.231812	40	126	49	120	15	0	0	0	0
(R)-5-Diphosphomevalonate_C6H14O10P2_308.006195	14	36	0	80	30	0	0	0	0
"Cholesta-5,7-dien-3beta-ol_C27H44O_384.339203"	44	162	0	8	0	0	0	0	0
1-O-Sinapoyl-beta-D-glucose_C17H22O10_386.121185	22	102	0	80	0	0	0	0	0
3-Deoxy-D-manno-octulosonate_C8H14O8_238.068893	14	48	0	64	0	0	0	0	0
5alpha-Cholest-7-en-3beta-ol_C27H46O_386.354889	46	162	0	8	0	0	0	0	0
1-Amino-1-deoxy-scyllo-inositol_C6H13NO5_179.079407	13	36	7	40	0	0	0	0	0
"5,6,7,8-Tetrahydromethanopterin_C30H45N6O16P_776.262817"	45	180	42	128	15	0	0	0	0
Dihydrostreptomycin+6-phosphate_C21H42N7O15P_663.247498	42	126	49	120	15	0	0	0	0
all-trans-Hexaprenyl+diphosphate_C30H52O7P2_586.318787	52	180	0	56	30	0	0	0	0
5-O-(1-Carboxyvinyl)-3-phosphoshikimate_C10H13O10P_324.024597	13	60	0	80	15	0	0	0	0
"5-Formyl-5,6,7,8-tetrahydromethanopterin_C31H45N6O17P_804.257812"	45	186	42	136	15	0	0	0	0
1-Amino-1-deoxy-scyllo-inositol+4-phosphate_C6H14NO8P_259.045685	14	36	7	64	15	0	0	0	0
1-Guanidino-1-deoxy-scyllo-inositol+4-phosphate_C7H17N3O8P_302.075287	17	42	21	64	15	0	0	0	0
"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine_C7H9N5O2_195.075607"	9	42	35	16	0	0	0	0	0
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al_C27H46O4_434.339508"	46	162	0	32	0	0	0	0	0
1-(2-Carboxyphenylamino)-1'-deoxy-D-ribulose+5'-phosphate_C12H16NO9P_349.056213	16	72	7	72	15	0	0	0	0
Casbene_C20H32_272.250397	32	120	0	0	0	0	0	0	0
Cocaine_C17H21NO4_303.147003	21	102	7	32	0	0	0	0	0
Loganin_C17H26O10_390.152496	26	102	0	80	0	0	0	0	0
Tropate_C9H10O3_166.063004	10	54	0	24	0	0	0	0	0
Tylosin_C46H77NO17_915.519226	77	276	7	136	0	0	0	0	0
Acacetin_C16H12O5_284.068512	12	96	0	40	0	0	0	0	0
Apigenin_C15H10O5_270.052887	10	90	0	40	0	0	0	0	0
Ferulate_C10H10O4_194.057907	10	60	0	32	0	0	0	0	0
Loganate_C16H24O10_376.136902	24	96	0	80	0	0	0	0	0
Lupinate_C13H18N6O3_306.144012	18	78	42	24	0	0	0	0	0
Luteolin_C15H10O6_286.047699	10	90	0	48	0	0	0	0	0
Morphine_C17H19NO3_285.136505	19	102	7	24	0	0	0	0	0
Scopolin_C16H20O9_356.110687	20	96	0	72	0	0	0	0	0
Syringin_C17H24O9_372.141998	24	102	0	72	0	0	0	0	0
Tyrosine_C9H11NO3_181.073898	11	54	7	24	0	0	0	0	0
Calcidiol_C27H44O2_400.334106	44	162	0	16	0	0	0	0	0
Puromycin_C22H29N7O5_471.222900	29	132	49	40	0	0	0	0	0
Taxifolin_C15H12O7_304.058289	12	90	0	56	0	0	0	0	0
Vindoline_C25H32N2O6_456.226013	32	150	14	48	0	0	0	0	0
Adriamycin_C27H29NO11_543.174011	29	162	7	88	0	0	0	0	0
Calcitriol_C27H44O3_416.329010	44	162	0	24	0	0	0	0	0
Ergosterol_C28H44O_396.339111	44	168	0	8	0	0	0	0	0
Gibberellin+A3_C19H22O6_346.141602	22	114	0	48	0	0	0	0	0
Lanosterol_C30H50O_426.386108	50	180	0	8	0	0	0	0	0
Medicarpin_C16H14O4_270.089203	14	96	0	32	0	0	0	0	0
Morphinone_C17H17NO3_283.120911	17	102	7	24	0	0	0	0	0
Pinosylvin_C14H12O2_212.083801	12	84	0	16	0	0	0	0	0
Scopoletin_C10H8O4_192.042297	8	60	0	32	0	0	0	0	0
Vomilenine_C21H22N2O3_350.162994	22	126	14	24	0	0	0	0	0
Campesterol_C28H48O_400.370392	48	168	0	8	0	0	0	0	0
Choloyl-CoA_C45H74N7O20P3S_1157.391846	74	270	49	160	45	16	0	0	0
Columbamine_C20H20NO4_338.139191	20	120	7	32	0	0	0	0	0
Desmosterol_C27H44O_384.339111	44	162	0	8	0	0	0	0	0
Rifamycin+B_C39H49NO14_755.315430	49	234	7	112	0	0	0	0	0
Scopolamine_C17H21NO4_303.147003	21	102	7	32	0	0	0	0	0
Secologanin_C17H24O10_388.136902	24	102	0	80	0	0	0	0	0
Trichodiene_C15H24_204.187805	24	90	0	0	0	0	0	0	0
Cycloartenol_C30H50O_426.386108	50	180	0	8	0	0	0	0	0
Daunorubicin_C27H29NO10_527.179077	29	162	7	80	0	0	0	0	0
Erythromycin_C37H67NO13_733.461182	67	222	7	104	0	0	0	0	0
Glycocholate_C26H43NO6_465.308899	43	156	7	48	0	0	0	0	0
L-Lysyl-tRNA_C6H13N2O2R_145.097702	13	36	14	16	0	0	0	0	0
Oleandomycin_C35H61NO12_687.419312	61	210	7	96	0	0	0	0	0
Secologanate_C16H22O10_374.121185	22	96	0	80	0	0	0	0	0
Undecaprenol_C55H90O_766.699280	90	330	0	8	0	0	0	0	0
Aristolochene_C15H24_204.187805	24	90	0	0	0	0	0	0	0
Gibberellin+A19_C20H26O6_362.173004	26	120	0	48	0	0	0	0	0
Gibberellin+A20_C19H24O5_332.162415	24	114	0	40	0	0	0	0	0
L-Hyoscyamine_C17H23NO3_289.167786	23	102	7	24	0	0	0	0	0
Phylloquinone_C31H46O2_450.349701	46	186	0	16	0	0	0	0	0
Pseudotropine_C8H15NO_141.115402	15	48	7	8	0	0	0	0	0
Raucaffricine_C27H32N2O8_512.215698	32	162	14	64	0	0	0	0	0
(S)-Reticuline_C19H23NO4_329.162689	23	114	7	32	0	0	0	0	0
(S)-Scoulerine_C19H21NO4_327.147003	21	114	7	32	0	0	0	0	0
Geissoschizine_C21H24N2O3_352.178711	24	126	14	24	0	0	0	0	0
Sinapyl+alcohol_C11H14O4_210.089203	14	66	0	32	0	0	0	0	0
(-)-endo-Fenchol_C10H18O_154.135803	18	60	0	8	0	0	0	0	0
Demethylmacrocin_C44H73NO17_887.487915	73	264	7	136	0	0	0	0	0
Sabinene+hydrate_C10H18O_154.135803	18	60	0	8	0	0	0	0	0
alpha-Tocopherol_C29H50O2_430.381012	50	174	0	16	0	0	0	0	0
(-)-Isopiperitenone_C10H14O_150.104507	14	60	0	8	0	0	0	0	0
2'-Hydroxydaidzein_C15H10O5_270.052887	10	90	0	40	0	0	0	0	0
Chenodeoxycholate_C24H40O4_392.292603	40	144	0	32	0	0	0	0	0
Cholesterol+ester_C28H45O2R_413.341888	45	168	0	16	0	0	0	0	0
Methylmalonyl-CoA_C25H40N7O19P3S_867.131287	40	150	49	152	45	16	0	0	0
2-Isopropylmaleate_C7H10O4_158.057907	10	42	0	32	0	0	0	0	0
3-Dehydroshikimate_C7H8O5_172.037201	8	42	0	40	0	0	0	0	0
4-Coumaryl+alcohol_C9H10O2_150.068100	10	54	0	16	0	0	0	0	0
Coniferyl+aldehyde_C10H10O3_178.063004	10	60	0	24	0	0	0	0	0
Desacetoxyvindoline_C23H30N2O4_398.220490	30	138	14	32	0	0	0	0	0
N-Methylputrescine_C5H14N2_102.115700	14	30	14	0	0	0	0	0	0
2-Succinylbenzoate_C11H10O5_222.052902	10	66	0	40	0	0	0	0	0
Anhydrotetracycline_C22H22N2O7_426.142609	22	132	14	56	0	0	0	0	0
Sinapoyl+malate_C15H16O9_340.079407	16	90	0	72	0	0	0	0	0
Tetrahydropalmatine_C21H25NO4_355.178314	25	126	7	32	0	0	0	0	0
Dihydromyricetin_C15H12O8_320.053192	12	90	0	64	0	0	0	0	0
(S)-Norlaudanosoline_C16H17NO4_287.115814	17	96	7	32	0	0	0	0	0
2'-Hydroxyformononetin_C16H12O5_284.068512	12	96	0	40	0	0	0	0	0
4-Coumaroylshikimate_C16H16O7_320.089600	16	96	0	56	0	0	0	0	0
6-Aminopenicillanate_C8H12N2O3S_216.056900	12	48	14	24	0	16	0	0	0
N-Acetylmuramoyl-Ala_C14H24N2O9_364.148102	24	84	14	72	0	0	0	0	0
N-Methylanthranilate_C8H9NO2_151.063293	9	48	7	16	0	0	0	0	0
6-endo-Hydroxycineole_C10H18O2_170.130707	18	60	0	16	0	0	0	0	0
Deacetylcephalosporin+C_C14H19N3O7S_373.094299	19	84	21	56	0	16	0	0	0
2-Succinylbenzoyl-CoA_C32H44N7O20P3S_971.157471	44	192	49	160	45	16	0	0	0
Shikimate+3-phosphate_C7H11O8P_254.019196	11	42	0	64	15	0	0	0	0
(+)-Bornyl-diphosphate_C10H20O7P2_314.068390	20	60	0	56	30	0	0	0	0
12-Dehydrotetracycline_C22H22N2O8_442.137512	22	132	14	64	0	0	0	0	0
6-Deoxyerythronolide+B_C21H38O6_386.266815	38	126	0	48	0	0	0	0	0
Strictosidine+aglycone_C21H24N2O4_368.173615	24	126	14	32	0	0	0	0	0
(6S)-Hydroxyhyoscyamine_C17H23NO4_305.162689	23	102	7	32	0	0	0	0	0
(S)-Canadine_C20H21NO4_339.147003	21	120	7	32	0	0	0	0	0
"L-2,3-Dihydrodipicolinate_C7H7NO4_169.037506"	7	42	7	32	0	0	0	0	0
Prephytoene+diphosphate_C40H68O7P2_722.443787	68	240	0	56	30	0	0	0	0
